t,x_test,y_test,z_test
0.0,1.0,1.0,1.0
0.1,0.7975447675820073,1.1435612531777346,0.9050602147537153
0.2,0.5903901743519155,1.2734809679811163,0.8203119242749625
0.30000000000000004,0.3789469486345497,1.3885975449670438,0.7455321833388127
0.4,0.16378298880304537,1.4877396360372175,0.6801566877951006
0.5,-0.05434836294640662,1.5697433145338144,0.6233978251964503
0.6000000000000001,-0.274493111293376,1.6334723500385944,0.5743500994202344
0.7000000000000001,-0.4954931665479801,1.677840474289122,0.5320759552207196
0.8,-0.7159926718772083,1.7018346235542912,0.4956695662774894
0.9,-0.9344519473475441,1.7045383179834996,0.46429906563031664
1.0,-1.1491670026623797,1.6851545104832002,0.4372298883577567
1.1,-1.3582928373950982,1.643027399969189,0.41383315137991195
1.2000000000000002,-1.5598691251217887,1.5776628405612725,0.3935833880630094
1.3,-1.7518472683947783,1.4887470943579735,0.3760496928831205
1.4000000000000001,-1.9321181684525166,1.3761637172381638,0.36088360412286613
1.5,-2.0985403138289254,1.2400084566421161,0.3478062383178231
1.6,-2.2489679998211325,1.0806020191068204,0.33659622122789956
1.7000000000000002,-2.381279585596186,0.8985005959879686,0.3270792925087179
1.8,-2.4934057449732956,0.6945040347403424,0.3191198946232287
1.9000000000000001,-2.5833576698194416,0.46966153392604465,0.3126147118793792
2.0,-2.649255157318778,0.22527473687797955,0.30748796438327053
2.1,-2.6893544782928585,-0.037101877033456174,0.3036881891237971
2.2,-2.7020758866643484,-0.3156634273992172,0.3011862701309156
2.3000000000000003,-2.686030597451371,-0.6083599862675638,0.2999745252365216
2.4000000000000004,-2.6400470358722528,-0.9129049378560372,0.3000667273047316
2.5,-2.563196141843749,-1.2267864164100224,0.3014990106417648
2.6,-2.4548155216430296,-1.5472818406875881,0.30433166815451473
2.7,-2.3145321922844095,-1.8714756640082573,0.3086519794018307
2.8000000000000003,-2.1422837493941733,-2.196280230132767,0.3145781267093939
2.9000000000000004,-1.9383377631074659,-2.518459782136902,0.3222645275604697
3.0,-1.7033091986193607,-2.8346576265060386,0.33190899899931536
3.1,-1.438175822321919,-3.141426352429432,0.3437619682311679
3.2,-1.1442914674022238,-3.4352610783819175,0.358138739947286
3.3000000000000003,-0.8233972571626316,-3.712635645661063,0.3754353180417916
3.4000000000000004,-0.47763085127009297,-3.970041738320479,0.3961492442443861
3.5,-0.10953404365808073,-4.204030853953149,0.42090673553817015
3.6,0.27794087291972897,-4.4112591422985306,0.45049823569767394
3.7,0.681425291853759,-4.588535164486002,0.48592490444155534
3.8000000000000003,1.097128078337467,-4.732870701732365,0.5284592016410525
3.9000000000000004,1.5208276832203484,-4.841534880447803,0.5797233820981346
4.0,1.947860925281711,-4.912112041076141,0.6417900868187146
4.1000000000000005,2.3731064586668107,-4.942563968667211,0.7173086259352117
4.2,2.790960750090083,-4.931297359610969,0.809658363817632
4.3,3.195304484823283,-4.877237734293993,0.9231247904637134
4.4,3.5794587733379593,-4.779911038559365,1.063079863397729
4.5,3.9361333104841467,-4.639534400969663,1.2361236149520654
4.6000000000000005,4.257375398164249,-4.457116941694211,1.4500970103597335
4.7,4.534541012467059,-4.234570095223704,1.713804185977273
4.800000000000001,4.758330137546696,-3.97482377223604,2.0361795276688985
4.9,4.918959700996571,-3.6819386423941722,2.424530984717183
5.0,5.006585522835029,-3.3611948930161555,2.8814629915783336
5.1000000000000005,5.012113648109521,-3.019123714552477,3.4003057100132765
5.2,4.928523509748735,-2.663431894288809,3.9596024834213517
5.300000000000001,4.752701194690161,-2.302760008510321,4.51857046654307
5.4,4.487502912949423,-1.9462245260005122,5.017019917533875
5.5,4.143382163088059,-1.6027397401871184,5.383536414507459
5.6000000000000005,3.7386485425551195,-1.2801995837718578,5.552852752553957
5.7,3.297636932110203,-0.9846937467218295,5.487201844712049
5.800000000000001,2.846903576098603,-0.7199774105132137,5.1911885123681065
5.9,2.410627174886858,-0.4873579466330709,4.7112621864287485
6.0,2.006888008149878,-0.2860163976963427,4.119807591186038
6.1000000000000005,1.6459993630419618,-0.1136283380016576,3.492904522905673
6.2,1.3309853375280967,0.03292522017786441,2.8924860788260354
6.300000000000001,1.0594365899041105,0.1569380605167064,2.358278569027111
6.4,0.825758845432601,0.26144519641342295,1.9085159551704793
6.5,0.6231117851833877,0.3489860710712115,1.5453592515252013
6.6000000000000005,0.444749242263887,0.4215249165000006,1.2612604855644665
6.7,0.2847721030309642,0.48047369430559544,1.0441875007640502
6.800000000000001,0.13843975331534855,0.526769513034229,0.8811088011754923
6.9,0.0022043474946517455,0.5609725602326923,0.7599395876071398
